,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,002693,7.47,7.55,7.62,7.47,112845,85099825.0,2.0,0.53,0.04,2.74
1,2024-01-03,002693,7.5,7.56,7.76,7.44,145424,110269689.04,4.24,0.13,0.01,3.54
2,2024-01-04,002693,7.58,7.37,7.59,7.37,122410,91038895.0,2.91,-2.51,-0.19,2.98
3,2024-01-05,002693,7.33,7.07,7.35,7.02,144304,103444643.0,4.48,-4.07,-0.3,3.51
4,2024-01-08,002693,6.97,6.98,7.11,6.97,74505,52427269.1,1.98,-1.27,-0.09,1.81
5,2024-01-09,002693,6.96,6.93,7.04,6.85,80123,55620228.0,2.72,-0.72,-0.05,1.95
6,2024-01-10,002693,6.9,6.9,6.99,6.85,73854,51137963.0,2.02,-0.43,-0.03,1.8
7,2024-01-11,002693,7.0,7.0,7.2,6.89,103959,72451717.0,4.49,1.45,0.1,2.53
8,2024-01-12,002693,6.95,6.87,7.06,6.86,90325,62624259.88,2.86,-1.86,-0.13,2.2
9,2024-01-15,002693,6.78,6.92,7.0,6.76,69848,48329510.0,3.49,0.73,0.05,1.7
10,2024-01-16,002693,6.93,6.85,6.95,6.75,61598,42014906.0,2.89,-1.01,-0.07,1.5
11,2024-01-17,002693,6.86,6.7,6.91,6.7,53887,36555807.0,3.07,-2.19,-0.15,1.31
12,2024-01-18,002693,6.61,6.65,6.68,6.42,93087,60826889.0,3.88,-0.75,-0.05,2.26
13,2024-01-19,002693,6.69,6.65,6.71,6.61,58879,39226603.82,1.5,0.0,0.0,1.43
14,2024-01-22,002693,6.65,6.08,6.66,5.99,182522,113848858.0,10.08,-8.57,-0.57,4.44
15,2024-01-23,002693,6.06,5.96,6.13,5.82,154843,92261828.78,5.1,-1.97,-0.12,3.77
16,2024-01-24,002693,6.0,6.06,6.11,5.82,95360,57065895.0,4.87,1.68,0.1,2.32
17,2024-01-25,002693,6.06,6.32,6.32,6.03,106089,65789823.16,4.79,4.29,0.26,2.58
18,2024-01-26,002693,6.36,6.42,6.58,6.32,148287,96057192.0,4.11,1.58,0.1,3.61
19,2024-01-29,002693,6.5,6.2,6.53,6.18,98072,61671059.0,5.45,-3.43,-0.22,2.38
20,2024-01-30,002693,6.14,5.93,6.17,5.9,73238,44062362.0,4.35,-4.35,-0.27,1.78
21,2024-01-31,002693,5.76,5.44,5.84,5.42,114978,64421975.0,7.08,-8.26,-0.49,2.8
22,2024-02-01,002693,5.44,5.34,5.54,5.08,124782,66530063.3,8.46,-1.84,-0.1,3.03
23,2024-02-02,002693,5.36,5.02,5.51,4.84,110415,56987288.5,12.55,-5.99,-0.32,2.68
24,2024-02-05,002693,5.02,4.52,5.02,4.52,102349,46920755.1,9.96,-9.96,-0.5,2.49
25,2024-02-06,002693,4.11,4.39,4.62,4.07,239509,100833307.3,12.17,-2.88,-0.13,5.82
26,2024-02-07,002693,4.4,3.98,4.45,3.96,279980,114483494.82,11.16,-9.34,-0.41,6.81
27,2024-02-08,002693,3.95,4.37,4.38,3.67,256428,103207577.11,17.84,9.8,0.39,6.24
28,2024-02-19,002693,4.38,4.54,4.59,4.38,172847,77786577.28,4.81,3.89,0.17,4.2
29,2024-02-20,002693,4.57,4.99,4.99,4.49,82950,40354822.7,11.01,9.91,0.45,2.02
